user_id,item_id
110948224,109229077
116159885,355231933
111408175,357999879
111413851,113752949
111413851,233216799
111413851,37241854
141287867,94470453
2854798,210553677
112631605,206607870
112658053,239896170
112658053,220520698
112658053,307542920
112658053,1061648
112658053,49276500
113010458,316340692
113010458,86463202
113010458,101433474
113010458,128538534
113491196,11257620
114020513,219849774
114241355,300659355
11436462,154454692
11436462,377135593
11436462,393177247
161481,46870795
115170791,207304021
115379102,139448933
115594814,26701705
115594814,40190761
115594814,283359594
115594814,161317118
3296164,217787681
115594814,248031234
115594814,198274022
11594934,144053049
11594934,55559718
11594934,55807645
116159885,185711508
116159885,318639641
107818388,217230200
141816551,124519748
100422676,261916960
118822821,278880014
118822821,758746
119398002,147826354
119984067,293446440
109737327,89894116
103459768,237669349
1211491,349443097
1211491,170044680
1211491,298164939
1211491,378659296
1211491,242480594
121271681,51200886
121271681,248251873
138062871,400617950
43205692,219386888
121575080,403327701
121575080,64739112
121575080,217919888
121658987,240657308
122645273,346551228
122645273,115296587
12350817,208604907
123609059,335081779
120305341,230735725
122580224,182236093
38273183,96266919
125402837,271393434
125402837,398869184
2171674,259819305
27496280,141665547
126376929,17887584
48967362,68940123
122531057,384747763
12215373,380828034
47585504,132584125
126920490,137729000
126920490,308733158
317091,256677806
127916115,102924162
127916115,66944025
127916115,117586208
127916115,4521563
128008896,137318721
128902392,182642736
24186535,147274225
128535231,238621574
128535231,323827682
36901706,185556650
137525448,360698246
130979492,211722381
134327445,33880405
12215373,383518258
36901706,249403056
133757576,127638856
134327445,5155989
134327445,214753941
134327445,94117885
134327445,320949603
20625528,162222583
141816551,79038740
134979525,338630082
135200142,283700887
135200142,127213733
135235563,285169671
135235563,81392053
135235563,10978483
135235563,404087630
135235563,164646814
135378246,25988411
135378246,112189655
135378246,154200932
135378246,372797306
135378246,154370452
135378246,21875449
135378246,167349742
135378246,228836179
135567210,347878279
135567210,198472080
135567210,28644360
135567210,235129080
135567210,23384815
135567210,206939541
135567210,286681441
135567210,33836737
135567210,177729634
135567210,78957582
135567210,346516809
135567210,109460438
135567210,172837055
135567210,263346627
135567210,272484901
135567210,296800273
135567210,56262444
135567210,198438891
135567210,27855022
135567210,298096913
135567210,256025991
135567210,56354946
135723243,378030979
136592694,305399617
136592694,91878490
136592694,367289773
136592694,101452525
137525448,161014666
137758701,222559857
137758701,47350856
137758701,304333357
137758701,350064371
137758701,41688422
137758701,324415077
137856687,359878214
111311287,245836111
53314277,167174269
138780010,401070714
138796450,324707959
139274689,47904066
139777963,395568949
24942526,179212218
120305341,289899078
141137969,4106738
141137969,116884633
61432703,337098384
141816551,265538909
141816551,404043314
141816551,385376939
141816551,142221910
141816551,183655241
141816551,184726470
141816551,27293772
141816551,123366046
141816551,173175079
1446949,107138545
1446949,215008237
1591612,36907872
161481,339030565
161481,209171499
16401055,102716055
16401055,377392474
16401055,307932707
29499215,31110174
17465512,337991080
17496544,285833653
24186535,315598734
18959614,46655123
18959614,89867174
35520386,281214205
35520386,327479309
20612499,157775980
20612499,286110553
20612499,277302872
20612499,401410730
20612499,115992351
20612499,368068808
120305341,99391402
20612499,336941305
20612499,182762585
20612499,172366937
22726524,160306894
22726524,237397087
61432703,222415521
61432703,181930245
42096946,257632907
61432703,221058293
23213836,193725501
23579299,148430748
23579299,190856333
108485978,214528614
29499215,124043598
25108597,180986769
2636701,202125271
26412532,303408552
26412532,87473240
26412532,305683204
26412532,269767436
26412532,122134024
26412532,319618270
26412532,357375905
26412532,165794076
26412532,267394734
2854798,183548496
2854798,339607718
2854798,192885971
2854798,297886807
2854798,257727704
28708550,234841373
28785719,375648589
28785719,122534291
29194001,396617875
29194001,32460070
29194001,297205870
29194001,351601141
31510981,97623200
32307529,118576119
32339254,135431343
32679361,135707416
32795881,402833794
34085107,220660777
34085107,294614743
30591498,275744491
3444136,167838111
42096946,314115577
35206417,363786742
35335282,101126836
35335282,62477251
35482754,307600160
35828117,400683762
20492946,141806416
37926938,359746070
38026943,253800192
38026943,48975241
46729748,121219488
37100390,337470852
137507730,329887367
60783275,192686794
4041047,98723312
40528453,66985938
40528453,58187981
40528453,161696840
40528453,361357012
40528453,319719400
40528453,153924274
40824670,133015058
40824670,307989771
115537643,357213564
115537643,346188820
115537643,391425064
41944078,299178766
42096946,306706132
42096946,386923481
42096946,35171962
42096946,225463772
42096946,70772681
42096946,5577451
133613021,189243297
43205692,239345359
43205692,150107000
43205692,312526728
43205692,311213714
43205692,43930424
43205692,187708707
30591498,220401889
112201231,305849282
44110187,163037053
44110187,76007762
44110187,193522451
44110187,59126252
44218451,98181868
45978971,181668017
46230335,230108606
46534133,332573577
46534133,130294616
47671268,211374718
47688515,183873984
47688515,214365407
48362340,270145097
48362340,286860949
48362340,8519748
48362340,118448109
48362340,57434964
48362340,111706206
50845861,398684530
50845861,320105129
51486058,155369656
51737018,292051611
62217770,23910063
53091371,295303738
53091371,393241946
121055447,238662769
53091371,260475256
54007481,335779222
54007481,372291094
55693229,209910117
55693229,364443976
117707223,344609145
110202001,97497406
16974739,167183747
59520279,209497906
60913700,36791561
38974214,322550392
61875821,117407376
61875821,315144962
62622437,167766671
51318043,383542773
120305341,156297357
34756237,16438113
6527867,85153216
100184380,39714795
100184380,98113284
35520386,184803032
102681517,188563767
111124222,301264350
103459768,113311445
103582819,104794920
103582819,190639367
132424760,168112890
130797629,277005696
104009491,346745416
104876086,202040533
105805055,176782205
105805055,216704309
106346810,356374095
106751135,11196173
106751135,185961298
107143838,226515608
108485978,384884104
108485978,349007012
108485978,218894751
10876284,368359382
109326356,18068814
110329285,117094879
110933884,231402044
111311287,219467362
111311287,344702101
111311287,21520454
111311287,307935920
111311287,245035065
2231431,144172733
112896793,355937939
112896793,192571863
112896793,210169887
113210000,194924492
131978114,132723173
114494492,256616939
114494492,225051543
115537643,103011981
115537643,25079579
115537643,349595589
115537643,250430233
115537643,29517329
115537643,190442830
115537643,268626892
115537643,244354451
115537643,40806602
115537643,272990629
115537643,246166063
49669986,246416491
11583387,331360754
117199100,165999446
11962560,338262051
120013993,354301164
120305341,95926279
120305341,175764779
120305341,143215991
120305341,203040432
120305341,276935287
120305341,292894788
120305341,26257029
120305341,74438920
120305341,286385973
120305341,52507190
120305341,98445367
120305341,154796317
120306985,269081751
120660040,290262300
120660040,256554395
120660040,319321148
120660040,323268562
120660040,270413545
120660040,85535350
22099113,234949882
122132057,291689553
122132057,317459368
122132057,27173442
12215373,315296466
12215373,240114821
12215373,296640464
30354420,335205653
122986796,401793249
123791447,25289878
124956647,168437879
124956647,321594892
125461376,29659187
127138398,5279570
127414902,196798986
127414902,141412895
127414902,205442734
50936650,64727856
129446418,376150112
12952941,12307439
12952941,316324532
130118906,227158875
130118906,241345650
130118906,31950966
130205933,373899764
130205933,159573205
130205933,140584764
130205933,33579379
130205933,143509148
130797629,79199643
130797629,133801038
130797629,68698676
130797629,387630320
130797629,357911376
130797629,43125253
130797629,194103506
130797629,92210758
130797629,192716051
130797629,187633154
130797629,350606029
130797629,8376098
130821785,224499282
131978114,262894749
132424760,117944360
134116374,314092772
134116374,174227711
134116374,167063158
134116374,297991778
134116374,330667982
134116374,242125236
134669262,57175645
134891106,203497564
134891106,5912528
135809553,188340393
135809553,292173570
135854331,105026734
136903092,27791500
137507730,171274323
137507730,8671180
137507730,236303333
137640381,372654548
137640381,205571401
137640381,199504142
138062871,264226521
138062871,274156080
138560071,100530226
138560071,256012042
138560071,197224114
138560071,2251028
1390654,268612485
140342846,104188496
140342846,196425668
140342846,168295469
140342846,227918202
140733671,133613056
142014633,397417162
142014633,37683117
142014633,299363124
142014633,365217992
142014633,392406846
43484740,88769
17307610,83021223
17307610,245722937
17307610,277237436
18249259,80411699
18856090,377362284
19950899,84853331
20231406,101153891
20231406,75125844
20231406,209063561
20231406,239791364
20231406,249111440
20231406,287787007
20231406,286026539
20231406,352931589
20231406,84211461
2048794,199187082
2048794,252564781
2048794,349017358
20501826,238675841
20657253,74031488
20988891,192909141
22428027,214576271
22428027,248527065
22428027,398835729
23246977,74146639
23688622,240359756
23688622,173880454
23688622,5336733
23688622,188584122
23688622,372888928
23688622,93428599
23730268,281571384
23730268,298432936
23730268,82525521
23730268,369154105
23730268,386601307
23730268,237583921
23730268,362544821
23730268,297853261
23749054,299809379
46729748,40637759
25609192,135038181
25770604,344349772
26037919,155302538
26037919,83998781
26926537,35161881
26926537,262414625
27317801,310795574
27317801,308393794
27317801,263004073
27317801,68820487
